Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
48,1,3,8,3,2,2,1,1,4,1,4,0,3,0,1,2,23120,0
42,1,3,15,3,1,3,4,1,4,1,7,0,3,1,2,2,23071,0
26,1,3,20,3,2,3,4,0,3,1,3,0,3,1,2,1,20774,0
53,1,1,18,2,1,3,4,1,3,0,2,0,2,1,2,2,21827,0
57,1,1,16,3,2,3,4,4,3,1,2,0,4,0,1,0,29781,0
39,1,1,6,3,1,3,3,0,3,1,1,0,3,1,0,1,17232,0
35,1,1,13,2,1,3,4,1,3,3,3,0,3,1,1,2,23487,0
30,1,3,11,3,1,1,4,1,3,1,2,0,2,0,0,2,21118,0
46,1,3,15,3,2,3,4,3,3,3,2,0,5,0,1,3,24619,1
28,1,1,23,1,2,2,4,0,3,1,6,0,3,0,1,1,17367,1
48,1,1,6,2,1,2,4,4,5,0,1,0,4,0,1,0,30402,0
30,1,1,14,2,1,3,1,3,5,0,1,1,2,0,2,3,26416,0
29,1,1,19,2,1,4,4,0,3,1,3,1,4,1,2,1,21193,1
34,0,1,10,2,1,3,4,0,3,1,3,1,1,1,2,1,21587,0
38,1,1,10,2,1,3,4,1,4,3,5,0,4,1,1,2,22785,0
37,1,2,20,2,2,3,4,0,4,1,6,0,3,1,2,1,20821,0
30,1,1,20,2,2,3,5,1,4,1,6,1,4,1,1,2,22703,0
44,0,3,22,2,2,3,5,1,3,0,5,0,5,0,2,2,25482,0
36,1,1,18,3,0,2,4,3,3,3,1,0,1,1,0,3,23858,0
37,1,3,17,1,1,4,5,1,3,1,3,1,1,1,3,2,24351,0
51,0,1,14,2,2,2,5,3,3,3,3,0,1,1,0,3,25650,1
35,1,1,14,2,2,4,4,1,3,1,3,0,3,0,1,2,21263,1
44,1,1,15,2,2,3,3,0,5,0,2,1,3,1,0,1,17559,0
38,1,1,16,3,1,3,3,1,3,0,4,0,3,1,2,2,24824,0
33,0,1,12,2,2,1,3,1,3,1,4,0,5,1,0,2,22725,0
45,1,3,35,3,1,3,2,4,3,1,5,1,1,1,1,0,31998,0
45,1,3,7,3,1,4,4,1,5,1,7,1,2,0,1,2,24132,0
30,1,3,10,3,1,4,4,1,3,1,3,0,1,0,1,2,24239,0
34,1,1,8,2,2,3,4,0,3,1,4,0,5,1,0,1,17768,0
47,0,1,14,3,1,2,4,1,3,0,4,0,5,0,1,2,23936,0
28,1,1,15,3,1,4,4,0,3,3,3,0,4,1,3,1,22123,0
30,1,3,14,2,2,3,3,3,3,1,6,0,3,1,0,3,22264,0
40,1,1,6,2,2,3,3,4,5,1,3,0,3,1,2,0,31823,0
42,1,3,11,3,2,2,3,2,3,0,7,0,4,0,1,4,33303,0
43,0,1,6,2,1,2,3,1,3,0,5,0,2,1,1,2,20562,0
38,0,1,9,2,2,4,5,1,3,1,7,0,1,1,3,2,23841,0
27,1,1,7,3,2,3,5,0,5,1,3,0,3,1,2,1,22633,0
34,1,3,19,3,2,2,3,3,3,1,2,0,1,1,1,3,23628,0
23,1,1,7,2,2,3,5,1,3,1,8,0,1,1,2,2,23453,0
39,0,1,9,2,0,4,2,1,5,3,8,1,1,0,1,2,24658,0
38,1,1,15,2,1,3,3,0,3,2,2,0,1,1,2,1,17288,0
37,1,1,31,3,1,2,4,1,3,1,1,0,3,1,0,2,20731,0
30,1,1,22,2,1,4,6,0,3,1,2,1,5,1,2,1,20846,0
54,1,1,6,3,1,2,3,4,3,2,7,0,4,1,1,0,32328,0
39,1,1,16,2,2,4,4,0,3,1,4,0,1,1,2,1,23449,0
60,0,3,7,2,0,3,5,1,3,3,2,0,5,1,2,2,24151,0
40,0,1,16,2,2,4,4,1,4,3,22,0,2,1,1,2,25460,0
37,1,3,9,3,2,4,5,3,3,1,3,0,1,1,2,3,26274,0
24,1,1,29,3,2,2,1,0,3,1,2,1,4,0,0,1,17725,0
32,1,3,14,1,1,3,4,1,4,1,2,1,1,1,2,2,20228,0
24,1,1,11,3,1,3,4,0,4,3,3,0,3,1,2,1,21973,0
42,1,1,19,1,1,3,4,2,3,1,3,0,4,1,2,4,38223,1
59,0,2,8,2,1,2,4,2,3,0,1,0,2,1,1,4,33844,0
29,1,1,31,2,2,3,5,0,3,2,7,1,1,0,1,1,20706,1
53,1,1,11,2,1,2,3,2,3,1,5,0,5,0,1,4,34094,0
46,1,1,27,3,2,4,6,3,5,1,4,1,3,0,1,3,29529,0
27,1,1,9,3,2,2,4,0,3,2,1,0,1,1,1,1,17045,0
31,1,3,11,1,2,2,3,1,3,1,2,0,5,0,1,2,23346,0
38,0,3,16,1,1,2,3,1,3,2,2,1,3,1,0,2,20666,0
42,0,1,12,2,2,4,5,0,5,1,8,0,3,1,1,1,20785,1
39,1,3,21,3,2,3,3,4,5,3,1,0,1,1,2,0,28341,0
31,1,3,34,3,2,4,4,1,3,1,2,0,3,1,3,2,23982,0
35,1,1,13,2,2,3,4,0,3,1,2,0,3,1,0,1,17690,0
45,1,1,16,2,2,4,4,0,5,0,3,1,3,1,1,1,21237,0
41,1,1,7,2,2,3,4,0,3,1,2,0,1,0,1,1,21084,0
38,1,3,13,3,2,4,4,1,3,1,6,0,3,1,1,2,25180,0
28,1,1,6,1,2,2,3,0,5,2,3,0,4,0,0,1,17080,0
29,1,1,29,2,2,2,3,0,3,2,1,0,3,0,0,1,17201,0
21,1,1,10,2,2,3,5,0,3,3,3,0,3,0,2,1,21711,0
19,0,3,12,3,2,4,4,0,4,2,3,1,4,1,1,1,20556,1
36,0,3,7,3,0,4,4,3,3,3,3,0,5,1,1,3,27467,0
38,1,1,8,3,1,2,4,3,3,1,4,1,5,1,1,3,22756,0
50,1,1,7,1,1,3,4,0,5,0,4,0,4,1,1,1,22258,0
39,0,1,9,3,1,4,5,0,4,1,6,0,3,0,1,1,21146,0
34,1,1,25,2,1,2,4,0,3,1,2,0,4,1,1,1,17929,0
37,0,1,7,3,1,3,5,1,3,1,2,0,5,1,2,2,23052,0
47,1,2,7,2,1,3,4,0,5,3,8,0,5,1,1,1,22101,0
48,1,1,6,2,2,3,4,2,3,2,7,0,3,1,0,4,33265,0
52,0,1,13,3,1,3,5,0,3,3,2,0,5,1,2,1,21516,0
41,0,1,11,2,2,3,4,0,5,1,7,0,3,1,0,1,17107,1
44,0,1,17,2,1,3,5,1,3,1,3,0,3,1,1,2,23935,0
52,1,3,21,2,1,3,4,1,3,0,6,0,3,0,2,2,23614,0
42,1,1,16,2,2,4,4,0,5,1,3,0,5,1,2,1,20967,0
42,1,3,14,3,2,2,3,1,4,0,1,0,3,0,1,2,21825,0
34,0,1,16,1,2,3,4,1,3,1,2,0,4,1,1,2,20063,0
39,1,1,18,3,2,3,3,1,4,1,5,0,3,1,1,2,20295,0
31,0,1,10,2,2,3,4,0,3,1,6,0,3,1,1,1,20775,0
47,1,1,7,3,2,4,4,3,5,1,2,0,1,0,3,3,28074,0
44,1,1,15,2,1,4,4,1,3,1,6,1,1,1,1,2,23200,0
30,1,1,8,3,2,2,4,0,3,2,1,0,4,0,0,1,17720,0
30,1,1,8,3,1,2,4,1,3,3,6,1,2,1,1,2,21877,0
44,0,3,9,2,2,4,4,1,3,1,3,0,3,1,3,2,24353,0
37,1,1,9,2,1,4,4,0,3,1,6,0,5,1,1,1,21221,0
31,1,1,13,3,1,2,3,3,3,3,2,1,4,1,1,3,22143,0
55,1,1,8,3,2,2,4,2,5,1,1,0,5,0,1,4,34038,0
42,1,3,27,3,1,4,4,0,4,3,3,1,4,0,3,1,21818,1
36,1,1,9,2,1,2,3,0,3,1,6,0,1,0,1,1,17835,0
45,1,1,6,3,1,3,3,0,3,1,4,0,5,0,1,1,17270,0
32,1,1,8,3,1,3,3,0,4,1,2,0,4,0,1,1,17370,0
21,1,3,13,3,2,2,3,0,4,2,2,0,5,1,1,1,17679,1
21,1,1,7,2,1,3,5,0,4,3,3,0,4,1,1,1,21514,0
32,1,1,14,3,1,3,4,1,5,1,3,0,1,1,1,2,22984,0
30,0,1,11,3,1,2,3,0,4,2,1,0,3,0,0,1,17422,1
34,1,1,8,2,2,2,4,1,5,1,7,0,4,0,1,2,20957,0
38,0,2,8,2,2,3,3,0,4,1,6,0,3,1,2,1,17592,0
43,1,3,15,3,1,2,5,1,3,2,1,0,2,1,1,2,20346,1
53,1,1,12,2,2,2,3,1,3,2,3,0,5,1,0,2,17450,0
35,1,1,7,2,2,3,4,0,3,0,3,0,3,1,1,1,21369,0
43,0,1,17,1,2,3,4,0,3,1,5,0,4,1,1,1,21614,0
23,1,1,26,3,2,4,4,0,3,0,3,0,2,0,2,1,21001,0
27,1,1,32,2,2,3,6,0,3,2,3,0,1,0,1,1,20971,1
36,1,1,29,2,1,4,2,3,4,1,2,0,5,1,3,3,30674,0
49,1,1,14,2,1,2,3,3,4,1,5,0,4,0,1,3,22403,0
39,1,1,9,2,2,3,4,1,3,1,2,0,1,1,2,2,25231,0
30,0,1,29,2,2,3,5,0,3,1,2,0,3,0,0,1,17613,0
32,1,1,15,2,1,4,4,1,3,3,3,0,5,0,2,2,23102,0
40,1,1,16,2,1,2,2,0,3,0,4,1,3,0,1,1,17213,0
27,1,3,8,3,2,2,3,0,5,1,1,0,5,1,1,1,18041,1
21,0,1,13,2,1,4,5,0,3,3,3,1,2,1,2,1,21604,1
48,1,1,10,2,2,3,4,3,3,3,1,0,5,1,1,3,25999,0
60,1,2,13,3,2,3,4,0,3,0,2,0,4,1,1,1,20945,0
55,1,1,16,2,1,4,4,1,3,1,5,0,5,0,2,2,21575,0
32,1,1,9,2,0,2,3,3,3,3,4,0,2,1,1,3,26159,0
34,0,1,22,1,2,2,5,0,5,1,2,1,3,1,0,1,17307,1
20,1,3,28,2,2,3,5,0,4,2,3,1,1,1,2,1,20799,1
37,1,3,6,2,2,2,4,3,3,0,6,0,2,1,1,3,25609,1
37,0,2,9,2,2,4,5,1,3,3,3,0,3,1,1,2,22564,0
39,0,1,17,3,2,4,4,0,3,1,2,0,5,0,1,1,21362,0
27,1,3,35,3,2,4,4,1,4,1,3,0,3,0,1,2,24950,0
39,1,1,17,3,1,4,4,1,3,1,5,0,3,0,2,2,28502,0
49,1,1,22,2,1,4,4,0,5,1,2,0,1,1,1,1,21045,0
35,0,1,17,3,2,3,4,3,5,1,3,1,5,1,2,3,24884,0
31,0,1,15,3,2,2,4,0,5,2,1,1,3,0,1,1,17321,1
26,1,3,25,2,2,4,2,1,3,0,4,0,1,0,1,2,24910,0
32,0,1,16,3,2,3,5,0,5,2,2,1,3,0,2,1,20999,1
35,0,3,8,2,1,3,6,0,3,3,3,0,3,0,2,1,23122,1
54,1,3,9,3,2,3,4,4,3,1,8,0,3,1,1,0,33530,0
38,1,3,6,2,0,2,4,1,3,3,5,0,1,0,1,2,23686,0
28,1,1,9,2,1,3,4,1,3,0,2,0,5,0,2,2,22905,0
41,0,3,35,2,2,3,6,3,5,1,5,0,5,0,2,3,29610,0
32,1,1,7,3,2,3,4,0,4,2,3,0,3,1,1,1,21179,0
34,1,1,21,3,1,4,4,0,4,0,3,0,5,0,1,1,21434,0
39,1,1,8,2,1,3,3,0,5,1,2,1,1,1,0,1,32123,1
39,1,2,9,2,1,2,1,1,4,1,1,0,1,0,0,2,21389,0
32,1,3,14,2,2,3,5,3,3,1,2,0,3,1,1,3,30235,0
29,1,1,16,3,2,4,4,0,3,0,3,0,2,1,2,1,20748,0
56,0,1,25,3,2,4,4,1,4,1,5,1,5,1,2,2,25063,0
41,1,1,9,3,1,4,5,1,3,0,8,0,5,1,1,2,22126,0
33,1,1,7,2,2,4,4,0,5,3,3,0,1,0,2,1,21634,0
36,1,3,17,3,1,3,4,1,3,1,5,0,1,1,1,2,21652,0
53,1,1,14,2,2,3,4,3,4,2,2,0,3,1,2,3,29123,0
51,1,1,31,2,2,4,4,4,3,1,5,1,4,1,3,0,32651,0
38,1,1,18,3,1,4,6,1,4,1,7,0,4,1,1,2,23455,1
35,1,3,9,2,2,3,3,3,3,1,7,0,5,0,2,3,22823,0
39,1,1,36,1,2,3,4,1,3,1,5,0,1,0,1,2,24939,0
33,1,1,6,2,2,3,3,0,3,2,2,1,3,1,0,1,17686,1
40,1,1,13,2,2,3,3,0,5,2,4,1,3,0,1,1,17166,1
33,1,1,7,2,2,4,5,0,3,3,2,1,5,0,3,1,22408,1
38,0,1,35,2,1,2,3,1,3,2,2,0,3,1,0,2,17406,0
51,1,1,13,3,2,2,4,1,3,1,3,0,3,1,1,2,21132,0
36,1,1,13,2,2,3,6,1,3,3,3,0,5,1,1,2,25324,0
41,1,1,18,1,1,2,3,2,3,0,2,0,4,1,0,4,34545,1
29,1,3,15,3,1,2,5,0,4,2,2,0,1,1,1,1,17760,1
30,1,1,22,2,2,2,1,1,3,1,4,0,1,1,0,2,20294,0
39,1,1,13,2,1,3,5,0,3,1,3,0,3,0,2,1,22380,0
43,0,1,16,2,1,2,4,1,3,1,2,0,3,1,0,2,20257,0
54,1,2,25,3,2,2,3,3,4,1,3,0,3,1,1,3,25725,0
46,0,3,11,3,2,3,3,1,3,2,5,1,5,1,1,2,20772,0
26,1,1,29,2,1,2,3,0,3,1,2,0,3,0,0,1,17886,0
51,0,3,7,2,2,3,4,1,3,3,5,1,2,0,1,2,23406,1
27,0,3,26,2,0,2,3,1,3,3,2,0,2,1,1,2,24981,0
29,1,3,26,3,2,2,3,1,3,1,3,0,1,1,0,2,21931,0
33,1,1,15,3,1,4,2,1,3,0,7,0,3,1,3,2,23853,0
61,1,3,23,3,2,3,4,1,5,3,2,0,4,1,2,2,24083,0
33,0,1,9,2,0,3,4,1,3,3,6,1,5,1,2,2,23676,0
43,0,2,9,3,2,4,2,1,5,1,2,0,1,1,2,2,24950,0
35,1,1,13,2,2,2,3,3,3,3,4,0,3,0,1,3,25221,0
30,0,1,15,3,2,3,3,1,5,1,2,0,1,1,1,2,18072,0
37,1,1,6,2,1,2,3,0,3,2,2,0,1,1,0,1,17115,0
39,1,1,9,2,2,3,4,0,3,3,7,1,4,0,2,1,22622,0
46,1,1,13,3,2,3,3,3,3,1,7,0,2,0,2,3,25845,0
27,0,1,12,3,1,3,5,0,3,1,3,1,1,0,2,1,21044,1
27,1,1,13,2,1,3,5,0,4,0,3,0,3,1,1,1,21046,0
44,1,1,13,3,1,2,3,2,3,1,1,1,4,1,1,4,34049,0
33,0,3,11,2,2,3,3,1,3,0,7,0,1,1,2,2,24998,0
38,1,1,35,1,2,2,3,1,3,0,4,0,2,0,1,2,21261,0
37,1,1,8,0,2,3,4,0,3,2,7,1,3,0,0,1,17090,1
31,1,1,16,3,2,3,5,0,3,2,3,0,4,0,2,1,20884,0
31,1,1,9,2,0,3,6,1,3,3,4,0,1,1,1,2,24769,0
50,0,1,28,3,2,2,5,4,3,2,2,1,1,1,1,0,29411,0
33,0,3,12,2,2,3,4,1,4,0,3,0,3,1,2,2,25202,0
53,1,1,12,2,2,2,3,1,3,2,3,0,5,1,1,2,17450,0
35,1,3,10,1,2,2,3,3,5,3,1,1,4,1,1,3,24582,1
35,1,1,13,2,2,3,3,0,4,2,2,1,3,1,1,1,20363,1
28,1,3,9,3,1,3,3,0,4,1,2,0,1,1,0,1,17856,0
48,1,1,6,2,1,2,4,4,5,1,1,0,4,0,0,0,30402,0
59,1,1,12,1,1,3,5,3,4,1,4,1,5,1,2,3,29230,0
55,1,1,14,3,1,2,3,4,3,1,3,1,3,0,1,0,29756,0
19,0,1,15,3,2,4,4,0,3,2,3,0,5,1,1,1,20582,1
51,1,3,16,2,1,3,3,3,4,1,6,0,1,1,2,3,28142,1
41,1,3,21,2,1,3,4,1,5,1,3,0,3,0,2,2,23317,0
36,0,1,11,2,2,3,4,1,3,3,3,1,1,1,2,2,22927,0
31,1,1,10,1,1,3,4,0,5,3,7,1,4,0,1,1,21335,1
49,1,1,13,2,2,2,3,3,4,1,4,0,4,0,1,3,25466,0
34,0,1,10,2,2,4,4,0,5,3,3,1,5,1,1,1,22026,1
42,0,3,32,3,1,3,3,4,4,1,6,0,3,1,1,0,28525,0
58,1,1,31,2,2,3,2,3,3,1,5,1,4,1,1,3,28117,0
39,1,3,10,2,2,3,4,1,3,3,2,1,3,1,2,2,25539,0
36,0,3,14,2,2,3,4,3,5,3,2,0,1,0,0,3,22587,0
27,1,1,13,3,1,2,4,1,5,3,1,0,3,1,0,2,21811,0
34,1,1,35,3,2,2,3,1,3,0,5,0,3,0,0,2,20429,0
32,1,1,14,3,1,3,4,1,5,0,3,0,2,1,1,2,22984,0
19,1,3,11,2,2,3,3,3,4,2,1,1,4,1,0,3,17994,1
29,1,1,6,2,2,2,3,1,5,1,1,0,3,1,0,2,20373,0
23,1,1,7,2,2,4,4,0,3,3,2,0,3,0,3,1,22053,0
54,1,3,9,3,1,2,3,1,5,1,3,0,4,1,0,2,20940,0
36,1,3,8,3,2,3,4,3,3,1,2,0,1,1,1,3,22596,0
41,1,1,11,3,2,2,1,0,3,0,3,1,1,1,1,1,17127,0
34,1,1,7,2,0,3,5,1,3,3,2,0,4,0,1,2,25627,0
54,0,3,9,3,1,3,5,3,4,1,4,0,1,1,1,3,26203,0
33,1,3,11,3,2,3,6,3,3,0,3,0,2,1,2,3,29078,1
39,1,1,24,2,1,4,5,3,3,1,2,0,1,1,3,3,27501,0
37,1,2,16,1,1,3,4,0,3,1,3,0,1,1,1,1,24088,1
38,1,1,13,3,2,3,3,1,5,1,6,1,3,1,2,2,24652,0
46,1,3,8,2,2,3,3,3,3,1,5,1,3,0,2,3,25368,0
44,1,1,9,2,2,2,3,2,3,0,5,1,2,1,0,4,34513,0
28,1,1,21,2,2,3,4,0,5,1,3,1,4,1,1,1,20913,0
54,0,1,6,2,1,2,3,3,3,1,1,0,5,1,1,3,25502,0
41,1,2,6,2,2,2,4,2,3,0,2,0,2,1,1,4,34189,0
36,0,3,9,3,2,2,4,3,3,0,5,0,2,0,1,3,24699,0
42,1,1,14,3,0,3,4,1,3,3,8,0,3,1,2,2,23681,0
38,1,1,15,2,1,3,3,0,3,2,2,0,2,1,1,1,17288,0
28,1,1,18,2,2,4,4,0,5,0,2,0,5,1,3,1,20777,0
23,1,1,9,1,2,4,4,0,3,0,2,0,5,1,3,1,21201,0
46,0,1,7,3,2,3,4,1,3,3,6,0,1,1,2,2,24077,0
22,0,1,22,3,2,3,1,0,3,1,2,1,3,0,2,1,17935,0
31,1,1,12,1,1,3,4,0,5,1,7,0,5,1,2,1,21882,0
27,1,1,7,3,2,4,4,0,5,3,2,0,5,1,3,1,21545,0
29,1,1,31,1,1,3,4,0,4,0,6,0,3,0,2,1,17546,1
33,1,1,32,2,2,3,4,0,3,3,3,1,5,1,1,1,21473,1
39,0,1,5,3,2,2,4,2,3,0,2,0,5,1,1,4,34272,0
34,1,1,7,2,2,4,4,0,3,3,3,1,3,1,1,1,21364,1
42,1,3,10,2,2,3,5,1,4,1,4,0,3,0,2,2,27616,0
38,1,1,23,2,1,3,4,3,3,1,1,0,1,1,2,3,23823,0
40,1,3,6,3,2,2,5,1,3,0,3,1,3,1,0,2,22457,0
60,1,3,13,3,2,2,1,1,3,1,1,1,5,0,0,2,20220,0
52,1,3,11,2,2,3,3,3,4,3,1,1,4,1,1,3,23446,1
41,1,3,8,2,2,2,3,4,4,2,2,0,3,1,0,0,31015,0
30,1,1,17,2,1,4,5,0,5,2,8,1,5,1,1,1,21082,1
29,1,1,29,2,2,2,1,0,3,0,2,0,2,1,1,1,17700,0
20,1,3,29,3,2,3,4,0,3,2,3,1,2,0,2,1,20353,1
39,1,1,32,2,1,3,5,3,4,1,5,0,3,0,2,3,30739,0
31,1,3,23,2,2,4,4,1,3,0,2,0,3,0,3,2,23979,0
48,1,3,13,3,2,3,3,1,5,1,5,0,4,1,1,2,20486,0
42,1,3,7,2,0,4,4,1,3,3,2,1,2,1,1,2,24671,1
39,1,3,14,3,1,3,2,1,5,1,3,1,3,1,2,2,24283,0
29,1,1,8,1,2,4,5,0,5,2,8,0,3,1,2,1,20758,1
38,1,2,6,2,2,2,1,0,3,1,2,0,4,1,0,1,17844,0
33,1,1,9,3,2,3,4,1,4,1,2,0,4,0,2,2,24148,0
32,1,3,13,2,2,3,4,1,3,0,2,0,3,1,2,2,20484,0
43,1,1,36,2,2,4,4,1,4,0,3,0,3,1,2,2,23112,0
38,1,1,6,1,1,3,3,3,5,0,2,0,4,1,2,3,28582,0
25,1,1,6,3,1,2,3,0,4,2,2,0,3,1,0,1,17096,0
30,1,3,8,1,2,3,3,0,4,0,2,0,3,1,2,1,17476,0
36,0,3,21,3,2,2,5,1,3,1,2,0,1,1,0,2,20406,0
50,1,1,16,1,2,3,4,3,3,3,7,0,5,1,1,3,25496,0
30,1,1,13,3,1,3,4,0,3,1,3,0,3,0,2,1,21809,0
22,0,1,22,3,2,3,2,0,3,1,2,1,3,0,0,1,17935,0
55,1,1,6,2,1,3,4,1,3,3,2,0,1,0,1,2,22458,0
34,1,1,35,2,2,4,4,1,3,1,3,1,1,1,1,2,23885,0
31,1,1,9,2,2,5,5,1,3,1,3,0,4,1,2,2,22830,0
26,0,2,23,2,1,2,3,0,3,1,1,1,5,0,1,1,17741,1
37,0,3,10,3,2,2,3,0,3,1,5,0,4,1,0,1,17177,0
33,0,1,6,2,0,3,3,3,3,3,2,1,1,1,0,3,28458,0
28,1,1,23,1,1,3,4,0,4,0,2,0,2,1,1,1,21489,0
21,1,3,11,3,2,2,3,0,5,2,2,1,1,1,0,1,17380,0
46,1,1,14,3,1,3,4,0,3,1,6,1,3,0,2,1,23155,0
33,0,3,6,2,1,2,1,1,5,1,3,0,3,0,1,2,20376,0
23,1,1,14,2,2,4,4,0,4,2,3,1,3,1,1,1,21150,1
56,0,1,15,3,1,3,3,0,3,0,3,0,2,0,0,1,17942,0
40,1,3,8,3,1,2,3,1,4,1,1,0,1,0,0,2,20715,0
32,1,1,15,2,1,3,3,1,3,0,2,1,5,1,2,2,21322,0
41,1,3,29,2,2,3,3,3,3,3,4,1,3,0,2,3,22082,0
54,1,1,13,2,2,3,4,1,3,2,4,0,5,1,1,2,21128,0
49,1,1,9,1,2,4,2,0,4,2,7,0,2,0,3,1,21237,0
25,0,1,18,2,1,4,2,1,3,1,2,0,5,0,2,2,22689,0
21,0,1,16,2,1,2,4,0,3,2,2,0,4,1,0,1,17625,1
28,0,3,6,1,2,3,3,0,3,0,4,0,3,1,0,1,17909,1
37,1,1,6,1,1,2,3,3,3,3,5,0,5,1,0,3,22491,0
38,1,3,6,2,0,2,4,1,3,3,5,0,2,1,1,2,23686,0
35,1,3,10,1,2,2,3,3,5,3,1,1,4,1,1,3,24582,1
38,0,1,8,2,2,2,3,0,3,0,2,1,5,1,1,1,16702,0
20,1,1,6,2,1,2,4,0,4,2,2,0,4,1,0,1,17836,0
32,0,3,33,3,2,4,4,1,3,1,3,1,3,0,2,2,24295,1
28,1,1,18,2,1,3,3,0,3,1,2,1,4,1,1,1,17515,1
54,1,1,14,2,2,3,2,4,3,1,5,0,1,0,2,0,33492,0
59,1,3,9,2,1,2,4,1,3,2,6,0,3,0,0,2,20171,0
43,1,1,12,3,1,2,4,2,3,1,1,0,3,1,1,4,34392,0
34,0,3,32,3,1,3,4,1,3,0,3,0,3,0,2,2,23217,0
30,1,1,30,2,2,3,4,0,3,2,2,0,3,0,1,1,20879,0
36,1,1,15,3,2,2,4,1,4,1,3,1,4,0,1,2,23847,0
37,1,3,7,2,2,3,4,1,3,1,3,1,3,1,2,2,24879,0
43,1,1,24,2,0,3,2,1,5,3,5,1,1,1,2,2,25223,0
35,1,1,15,3,2,2,3,1,3,2,2,0,4,0,1,2,20098,0
29,1,3,12,3,2,4,4,1,3,3,3,0,3,1,1,2,23586,0
51,1,3,27,3,2,3,3,1,3,2,1,1,5,0,2,2,20441,0
26,1,1,7,3,1,3,4,0,4,2,3,0,3,1,1,1,20774,0
33,0,1,31,2,2,4,4,1,3,0,3,0,4,1,1,2,23987,0
55,1,3,24,2,1,2,3,4,4,2,4,0,1,1,0,0,31835,0
59,1,3,6,1,2,3,3,3,3,1,4,1,1,1,0,3,26904,0
39,1,3,14,3,1,3,5,1,3,3,2,0,1,1,1,2,22706,0
29,1,1,9,3,2,3,4,3,3,0,2,0,2,1,2,3,26935,0
31,1,1,29,3,2,3,4,1,3,0,1,0,3,1,1,2,20582,0
33,1,1,8,2,1,2,3,0,5,1,1,0,3,1,1,1,17707,1
35,1,1,9,2,2,3,5,1,5,1,8,0,4,0,2,2,24635,0
35,0,1,8,3,2,4,5,1,5,3,2,0,1,0,1,2,24021,0
37,1,3,10,3,0,3,4,1,4,3,5,1,4,0,2,2,27956,0
32,0,1,7,2,1,4,4,1,5,0,3,0,5,1,3,2,22826,0
56,1,3,20,3,2,3,2,4,3,2,8,1,3,1,2,0,32373,1
40,0,1,15,2,1,3,4,0,3,0,3,0,2,0,1,1,22433,0
26,1,1,12,2,1,2,4,0,4,0,2,0,3,1,0,1,17368,0
40,0,1,11,3,0,3,4,1,3,3,2,0,3,1,1,2,23720,0
30,1,1,9,1,1,2,3,0,5,2,6,1,4,1,1,1,17657,1
41,1,3,15,2,2,3,3,3,3,1,4,1,2,0,1,3,23189,0
43,0,1,9,2,2,3,4,3,3,1,4,1,3,1,1,3,28802,0
59,1,1,28,3,1,4,4,1,4,1,6,0,3,1,2,2,28686,1
32,0,1,31,1,0,2,4,1,3,3,4,0,1,1,1,2,23916,0
33,1,1,14,2,2,4,4,1,3,0,3,0,3,1,2,2,23561,1
56,0,1,9,2,2,4,4,3,4,0,5,0,2,1,2,3,29654,0
42,0,1,29,2,1,4,4,1,3,1,5,1,5,0,1,2,24145,0
31,1,3,36,2,2,4,4,1,5,1,2,0,1,1,1,2,22793,0
19,0,1,21,3,1,3,4,0,3,2,3,0,5,1,1,1,20192,0
30,0,1,7,1,2,3,4,1,3,1,3,0,3,0,1,2,22997,0
30,1,3,17,3,1,3,5,1,4,1,3,1,5,1,1,2,26946,0
29,0,1,30,2,2,3,4,0,3,2,2,1,3,1,2,1,17439,1
33,1,1,17,3,2,2,4,3,3,2,4,0,1,0,1,3,29922,0
38,0,1,18,2,2,3,4,3,3,1,3,1,3,0,2,3,30863,0
37,0,3,15,3,2,3,3,3,4,1,2,0,1,1,2,3,23834,0
32,1,3,14,3,2,4,4,1,3,1,6,0,1,0,1,2,26225,0
51,1,1,17,1,2,4,5,3,3,2,8,0,5,0,3,3,29174,0
32,1,1,10,2,1,3,4,1,3,0,2,0,4,1,0,2,21162,0
44,1,1,34,1,2,3,2,0,4,1,7,0,5,1,2,1,23554,0
44,0,1,24,1,2,3,5,0,3,1,2,1,5,1,2,1,21115,1
56,0,1,15,3,1,3,3,0,3,1,3,0,1,1,0,1,17942,0
40,1,3,11,2,1,3,5,1,3,1,6,0,5,1,2,2,24580,0
27,1,1,23,3,2,3,4,0,4,1,4,1,1,1,1,1,21051,1
41,1,1,9,3,2,4,4,0,3,1,4,0,1,0,1,1,21023,0
27,1,1,14,2,2,4,2,0,5,3,2,0,1,1,1,1,22256,0
26,1,1,12,2,1,3,3,0,3,0,2,1,2,0,0,1,17659,0
38,1,3,8,2,1,2,3,1,5,1,4,0,4,0,1,2,21893,0
39,0,1,9,2,2,3,4,0,3,1,3,1,5,1,1,1,20380,0
30,0,1,29,2,2,3,5,0,3,1,2,0,3,1,2,1,17613,0
35,0,3,6,3,0,3,3,3,3,3,2,0,5,1,0,3,23789,0
35,0,3,30,3,2,4,4,1,3,3,2,0,5,0,2,2,23246,0
50,1,1,7,1,1,3,4,0,5,1,4,0,4,0,1,1,22258,0
